repository_name	24pullrequests	Akavache	Archimedes	DownmarkerWPF	FRISCjs	Freezer	Hammer	JBDeviceOwner	LaHermosaVida	Lagrangian	MMMarkdown	MahApps.Metro	Mantle	ModernHttpClient	ObjectiveHaskell	RXCollections	ReactiveCocoa	ReactiveCocoaLayout	ReactiveUI	Rebel	Reducers	RestSharp	SeeGit	Shimmer	SpinKit	Twitter-Mentions-as-Comments	WP-Document-Revisions	WP-Resume	YouAreDaChef	ZeroClipboard	ace	advanced_js	android	apm	asciidag	asciidoctor	atom	atom-keymap	backbone-nested	bbqsql	benbalter.github.com	better_errors	biscotto	boom	bootstrap	bootstrap-expo	boxen	bracket-matcher	braythwayt.com	brightray	camo	cassanity	charlock_holmes	chef-logstash	choosealicense.com	cifrado	cloud9	cloud9ide-documentation	cocoa-clojure	code-guide	code52.github.com	contestrus	createsend-java	createsend-php	createsend-python	createsend-ruby	csgtool	curriculum	d3-tip	danishkhan.github.com	developer.github.com	discourse	dmca	do	docs	documentalist	dot-files	dotenv	dotfiles	dotjs	emacs.d	emoji	escape_utils	evaluator	event-app	eventmachine	execjs	faraday	faraday_middleware	feedback	find-and-replace	first-mate	fleet	flipper	fog	folsom	fooforge.github.com	fu2	gemoji	geo_pattern	gh	gifs	git	git-imerge	git-it	git-multimail	git-tfs	github-auth	github-gmail	github-ldap	github-notifications	github-services	gitignore	gitscm-next	gman	gollum	gopack	government.github.com	grit	grocer	guideguide-support	haacked.com	habari	hackerhours.org	hashie	heaven	hellogitworld	hinge	homebrew	homoiconic	hrt2	html-pipeline	html-proofer	http-request	httparty	hub	hubot	hubot-deploy	hubot-scripts	hyperloop	installfest	janky	jekyll	jekyll-auth	jglovier.github.io	jquery-pjax	json_builder	jsonp	jsos	learn.github.com	libchromiumcontent	libextobjc	libgit2	libgit2sharp	librarian-puppet	libssh	linguist	logging	magickly	make-me	many-branch-repo	markdown-preview	markup	mastahyeti.github.com	mathematical	maven-plugins	minitest-chef-handler	mongoid-locker	mongomapper	moonshine	msysgit	muan.github.com	mustache-rails	mygov	mysql2	nak	node-git	node-oniguruma	node-pathwatcher	node-sass	objective-c-conventions	objective-git	octokit	octokit.net	octokit.objc	octokit.rb	our-boxen	pages-gem	panino-docs	peek	plax	play	play-android	playground	pretzel	puppet-lint	puppet-nginx	puppet-ruby	pygments.rb	qu	raganwald.github.com	rails	rails-behaviors	ratchet	rbenv	rblineprof	recursiveuniverse.github.com	rspec-core	rspec-expectations	rspec-mocks	rspec-puppet	rspec-rails	rubinius	ruby	ruby-build	ruby.org.au	rugged	sales_engine_spec_harness	saywat	scribble	scriptular	scrolls	semver	settings-view	shareabouts	sheetsee.js	sinatra_auth_github	slash	splat	split	sprockets	sunspot	swordfish	swot	system	tabs	teach.github.com	teachers_pet	test	testing	text-buffer	todo	toml	tourist	toystore	training-kit	training-materials	training.github.com	tree-view	twui	useragent	vim-config	vim-mode	vim-vroom	vines	voze	warden-github	will_paginate	wishlist	word-to-markdown	wordpress-plugin-tests	xcconfigs	zensu	zepto
braythwayt.com	0.0	300.0	0.0	0.0	0.0	0.0	0.0	0.0	104234.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	309.0	0.0	0.0	980.0	788.0	56.0	2.0	0.0	0.0	0.0	78492.0	14.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1034.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	413.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	393.0	0.0	174.0	76.0	0.0	12.0	0.0	4.0	240.0	0.0	0.0	2102.0	0.0	0.0	0.0	1.0	1785.0	0.0	0.0	284850.0	0.0	426.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	2.0	36.0	1.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	30.0	416.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	2486.0	0.0	14.0	0.0	0.0	0.0	115.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2258.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	126.0	273878.0	3800.0	0.0	0.0	1.0	0.0	70896.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	838.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	491.0	1.0	0.0	0.0	789.0	0.0	0.0	1.0	0.0	0.0	18.0	0.0	3.0	170.0	115.0	274.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brightray	0.0	5472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.0	0.0	1520.0	0.0	1216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1943.0	252.0	56544.0	0.0	880.0	69.0	0.0	0.0	0.0	0.0	67.0	0.0	2.0	0.0	0.0	177.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	608.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	2.0	114.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0	608.0	0.0	0.0	0.0	4930.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	608.0	304.0	214016.0	124.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2432.0	0.0	486.0	0.0	0.0	2128.0	0.0	1824.0	0.0	0.0	5776.0	3.0	0.0	0.0	2128.0	0.0	0.0	0.0	0.0	192016.0	0.0	27927.0	26756.0	0.0	0.0	579.0	0.0	0.0	0.0	208032.0	245.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	0.0	58066.0	0.0	0.0	0.0	0.0	11.0	149.0	191.0	124.0	0.0	2432.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	365.0	0.0	0.0	1216.0	0.0	0.0	0.0	0.0	0.0	1824.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	912.0	0.0	0.0	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2432.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	328.0	10944.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	0.0	0.0	0.0	0.0
camo	0.0	0.0	0.0	0.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	59.0	0.0	0.0	9.0	0.0	4.0	380.0	6.0	0.0	586.0	0.0	1.0	0.0	0.0	10.0	0.0	106.0	3.0	0.0	0.0	0.0	0.0	348.0	0.0	1.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	22838.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	298.0	512.0	0.0	1020.0	31.0	0.0	0.0	0.0	773.0	0.0	0.0	0.0	111.0	0.0	0.0	255.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	141275.0	8.0	765.0	2.0	317991.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	103785.0	0.0	0.0	782.0	0.0	0.0	4376.0	0.0	0.0	0.0	1.0	80584.0	46410.0	27795.0	0.0	0.0	45135.0	15.0	0.0	0.0	970.0	0.0	0.0	0.0	0.0	0.0	0.0	1495.0	0.0	0.0	0.0	896.0	0.0	0.0	0.0	0.0	56.0	800.0	438.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	0.0	0.0	3065.0	12.0	255.0	0.0	0.0	1.0	2115.0	0.0	1.0	0.0	0.0	0.0	0.0	807.0	1.0	0.0	2990.0	195.0	1.0	11.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	527.0	0.0	0.0	0.0	0.0	5.0	0.0	50.0	0.0	0.0	46920.0	0.0	0.0	0.0	1176.0	0.0	32.0	0.0	0.0	17.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	33.0	0.0	263.0	0.0	0.0	0.0	1.0	0.0	59166.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
cassanity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	491.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3256.0	0.0	33.0	0.0	33.0	0.0	0.0	66.0	7331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3380.0	0.0	38.0	229.0	0.0	0.0	62305.0	66.0	0.0	0.0	0.0	0.0	0.0	249.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0	1832.0	9645.0	10.0	15.0	33.0	30.0	2413.0	0.0	70.0	8613.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	17.0	0.0	0.0	180011.0	129.0	565.0	0.0	67.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	116.0	33.0	0.0	0.0	1188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82310.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	5.0	0.0	5.0	33.0	0.0	0.0	246.0	0.0	136.0	0.0	10.0	0.0	0.0	0.0	0.0	132.0	54731.0	0.0	2481.0	0.0	0.0	0.0	262.0	0.0	16005.0	6732.0	17193.0	0.0	42669.0	297.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	17193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55418.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	660.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
charlock_holmes	1598.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	132.0	0.0	2.0	0.0	0.0	1.0	29.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	30.0	0.0	207.0	0.0	1.0	4.0	348.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1537.0	0.0	7.0	0.0	0.0	0.0	0.0	419.0	7.0	1.0	0.0	4.0	19241.0	0.0	0.0	915.0	894.0	1953.0	241.0	562.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	392.0	10.0	18.0	2.0	4930.0	8.0	0.0	0.0	0.0	1.0	23.0	0.0	397.0	2483.0	9.0	188.0	7.0	1301.0	8.0	0.0	2101.0	0.0	0.0	0.0	0.0	0.0	1533.0	409.0	2.0	0.0	227.0	0.0	0.0	4109.0	7.0	0.0	183.0	1922.0	323.0	182.0	119.0	0.0	0.0	199.0	9.0	1.0	0.0	3016.0	0.0	0.0	0.0	0.0	0.0	0.0	12604.0	556.0	3.0	0.0	11956.0	0.0	0.0	0.0	0.0	0.0	439.0	0.0	14.0	0.0	0.0	0.0	157.0	0.0	2.0	0.0	468.0	0.0	129411.0	0.0	6.0	0.0	0.0	990.0	0.0	3.0	30.0	1.0	0.0	19.0	129.0	1.0	0.0	2.0	3.0	558.0	0.0	5.0	0.0	0.0	0.0	21.0	129.0	126.0	0.0	3241.0	598.0	3.0	1074.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	212.0	15.0	656.0	0.0	53218.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	450.0	0.0	184.0	0.0	0.0	852.0	4266.0	0.0	508.0	183.0	0.0	0.0	8.0	1.0	402.0	1.0	0.0	0.0	4.0	0.0	3.0	1.0	0.0	2.0	0.0	3.0	789.0	0.0	0.0	0.0	36.0	0.0	232.0	302.0	0.0	1.0	0.0	0.0	0.0	1539.0
chef-logstash	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2676.0	0.0	0.0	4683.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	892.0	0.0	892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
choosealicense.com	0.0	77983.0	0.0	1196.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	967.0	0.0	304.0	0.0	0.0	537.0	0.0	80893.0	0.0	0.0	253331.0	203701.0	15419.0	195.0	51400.0	351600.0	35200.0	0.0	4465.0	10697.0	44088.0	80.0	11.0	0.0	0.0	1616.0	6.0	106212.0	0.0	198130.0	10.0	1800.0	27.0	251.0	0.0	43.0	3.0	1034.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	34580.0	4450.0	0.0	53.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	0.0	0.0	10715.0	0.0	993.0	0.0	1.0	2.0	0.0	928.0	34126.0	321.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	4665.0	31.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	178.0	4748.0	29.0	714.0	0.0	167.0	167.0	0.0	2914.0	0.0	805.0	23.0	362.0	110.0	50262.0	9786.0	51400.0	92.0	0.0	132527.0	23.0	0.0	0.0	325998.0	0.0	46760.0	0.0	0.0	0.0	0.0	2165.0	0.0	0.0	1127.0	11618.0	0.0	0.0	859.0	823.0	0.0	3594.0	0.0	0.0	2571.0	102335.0	28632.0	0.0	58.0	0.0	34736.0	0.0	619.0	0.0	0.0	7796.0	107625.0	0.0	0.0	2375.0	0.0	27555.0	0.0	0.0	273.0	3407.0	0.0	2490.0	0.0	0.0	32231.0	0.0	0.0	16633.0	4.0	0.0	40600.0	0.0	1940.0	350.0	0.0	7.0	1.0	0.0	4.0	54.0	585101.0	1.0	2560.0	1336.0	44990.0	3870.0	42.0	1.0	671.0	0.0	84.0	345.0	0.0	0.0	0.0	219.0	0.0	0.0	3195.0	0.0	29.0	167.0	10.0	0.0	1169.0	501.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	856.0	0.0	168.0	210.0	0.0	30.0	216623.0	250.0	0.0	0.0	178.0	0.0	233.0	0.0	168.0	0.0	733.0	10550.0	0.0	17.0	15381.0	31897.0	0.0	4370.0	2.0	2916.0	4682.0	0.0	0.0	1336.0	4843.0	12237.0	200.0	0.0	141.0	0.0	27746.0	0.0	0.0	0.0	200.0	0.0	20.0	31810.0	33200.0	0.0	0.0	0.0
cifrado	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342.0	0.0	0.0	0.0	0.0	0.0	0.0	132183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	513.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cloud9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	3672396.0	0.0	27667.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3458.0	3458.0	622440.0	18.0	6916.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34580.0	0.0	0.0	1538810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	1524978.0	0.0	27.0	0.0	771.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6916.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10380.0	0.0	3458.0	0.0	0.0	0.0	13832.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38041.0	995904.0	0.0	0.0	3.0	3458.0	0.0	0.0	0.0	477.0	3458.0	121033.0	24209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100282.0	0.0	0.0	0.0	0.0	17290.0	871416.0	0.0	861042.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	670852.0	121030.0	0.0	0.0	0.0	0.0	0.0	17290.0	0.0	0.0	10374.0	0.0	0.0	1338246.0	0.0	0.0	89908.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3458.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1511146.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	20748.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6916.0	3458.0	0.0	0.0	0.0	0.0
cloud9ide-documentation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	472590.0	0.0	3560.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.0	445.0	80100.0	0.0	890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4450.0	0.0	1538810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1335.0	0.0	445.0	0.0	0.0	0.0	1780.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4895.0	128160.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0	0.0	445.0	15575.0	3115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12905.0	0.0	0.0	0.0	0.0	2225.0	112140.0	0.0	110805.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86330.0	15575.0	0.0	0.0	0.0	0.0	0.0	2225.0	0.0	0.0	1335.0	0.0	0.0	172215.0	0.0	0.0	11570.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2670.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	890.0	445.0	0.0	0.0	0.0	0.0
cocoa-clojure	0.0	432.0	27124.0	0.0	0.0	9828.0	1028.0	0.0	0.0	600.0	196.0	0.0	179170.0	0.0	36968.0	400.0	1015704.0	87028.0	578.0	60454.0	324.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600.0	0.0	0.0	0.0	0.0	42348.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44930.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32690.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53802.0	20820.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31166.0	305626.0	0.0	432.0	79572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21514.0	0.0	0.0
